addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
125,Paleisstraat,,,,De Bierkoning,,,Not a café but a supermarket specialized in beer It has over a thousand beers about half of it Dutch,52.37229,,wine 2 beer 1 coffee tea 1  X X  X   X yes 2234 limited 983 no 881,,,yes,,De Bierkoning,,1012ZL,Paleisstraat 125,,,,,,alcohol,,,4.88987,,,,,,httpwwwdebierkoningnl,,,,MoSa 11001900 Su 13001800,drink,31 20 625 2336,,,,httpsbierkoningnl,,,,,,,beer,None,Casual,,,,,,,,,,,,
1B,Kolksteeg,,,,In De Wildeman,,,A very well stocked beer café or actually beer tasting room bierproeflokaal in the centre of the inner city 17 beers usually from various countries and a cider on draught and about 250 different bottled beers offered There is no music played which makes for a very friendly and talkative atmosphere and it has a separate nonsmoking room,52.37617,,X X,,,,,QQ,,1012PT,Kolksteeg 3,,,,,,convenience,,,4.89513,,,,,,httpwwwindewildemannl,,,,,drink,31 20 6382348,,,,,,,,,,,Beer,,Casual,,,,,,,,,,,,
21,Damstraat,,,,Wynand Fockink,,,Wynand Fockink is a distillery that started in 1679 They offer distillery tours but you must reserve at least a week in advance as they fill up quickly It is also a tasting room and a liquor store They have numerous liquors brandies and jenevers and encourage you to try them all It is traditional to stoop and sip the first drink and not spill Great liquors and a good time in the back alleys of Amsterdam,52.37224,,X X   yes 2234 limited 983 no 881,,,limited,,Carne Argentina,,1012JL,Pijlsteeg 31,,,,,,,,,4.89537,,,,,,httpwwwwynandfockinknl,,,,,drink,31 20 6392695,restaurant,,,,,,,,,,spirits,Traditional folk,Casual,,,,,,,,,,,,
2,Gravenstraat,,,,Belgique,,,One of the smallest bars in Amsterdam there is seating for at most 15 people Specialising in Belgian beers extensive menu that includes some hard to find beers on tap This place is smoke friendly so dont be surprised to see people rolling joints as they drink,52.37434,,X yes 6 various 2 Heineken 1 Grolsch 1 Bavaria 1 variouslocal 1 Amstel 1 Asahi 1 breweryhertogjan 1 yesvarious 1  X  X X   X,,,,,Café Belgique,,1012NM,Gravenstraat 2,,,,,,,,,4.89304,,14000100 daily,,,,httpcafebelgiquenl,,,,SuWe 16002300 ThSa 16000100,drink,31 20 6251974,pub,,,httpswwwcafebelgiquenl,,,,,,,Beer,Bar,Intimate,,,,,,,,,,,,
,,,,,Cuba,,,Great bar really nice atmosphere close to the Red Light District with a nice terrace in the summer Selection of cheap cocktails and long island ice tea,52.37268,,X X,,,,,Café Cuba,,,Nieuwmarkt 3,,,,,,,,,4.90106,,,,,,,,,,,drink,,cafe,,,,,,,,,,cocktail,Bar,Casual,,,,,,,,,,,,
4,Raamsteeg,,,,Gollem,,,A special beer café serving many beers especially from Belgium Germany Czech Republic and other countries,52.37029,,X yes 1 X X yes 2234 limited 983 no 881,,,no,,Cafe Gollem,,1012VZ,Raamsteeg 4,,,,,,,,,4.88869,,,,,,httpwwwcafegollemnl,,,,,drink,31 6 53780273,pub,,,httpscafegollemnl,,,,,,,beer,Jazz,Casual,,,,,,,,,,,,
5,Nieuwe Doelenstraat,,,,Katoen,,,Close to the southern part of the Canal District Alternative music and cosy atmosphere also in the evenings,52.36782,,X    yes 2234 limited 983 no 881,,,no,,Hotel Résidence Le Coin,,1012CP,Oude Turfmarkt 153,,,,,,,,,4.89408,,,,,,httpcafekatoennlen,,,,,drink,31 20 6262635,hotel,,,,,,,,,,Beer,Alternative,Intimate,,,,,,,,,,,,
11,Oudezijds Kolk,,,,Molly Malones Irish Pub,,,Authentic Irish pub with food Mix of expatriates locals and tourists friendly staff Situated on a canal off the Zeedijk close to Centraal Station and Warmoesstraat Open every night live music in the weekends and largescreen television,52.37612,,X    yes 2234 limited 983 no 881,,,limited,,France hotel,,1012AL,Oudezijds Kolk 9,,,,,,,,,4.90148,,,,,,httpwwwmollyinamsterdamcom,,,,,drink,31 20 6241150,hotel,,,,,,,,,,Beer,Irish folk,Casual,,,,,,,,,,,,
189,Spuistraat,,,,Schuim,,,The super comfy cafe is a great place to spend entire rainy days at a time It heats up quite a bit at night Pot smoking seems to be tolerated even though Schuim is definitely not a coffeeshop,52.37209,,X   X X no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1  yes 2234 limited 983 no 881,,,yes,,Schuim,,1012VN,Spuistraat 189,,,,,,,,,4.88963,no,,,,,,,,outside,SuTh 12000100 FrSa 12000300,drink,31 20 6389357,pub,,,,,,,,,,Coffee,Ambient,Casual,,,,,,,,,,,,
2563,Nieuwezijds Voorburgwal,,,,Speijk,,,Awesome bar with lost of fun artsy crazy locals Various DJ play different styles Open till late in the morning Best place to meet laidback and awesome Amsterdammers,52.37182,,X  X X    X yes 2234 limited 983 no 881,,,no,,Diep,,1012RS,Nieuwesijdsvoorburgwal 260,,,,,,,,,4.89033,,,,,,,,,,SuTu Th 17000100 We 09000100 FrSa 17000300,drink,31 20 420 2020,cafe,,,httpscafediepbusinesssite,,,,,,,Beer,Electronic,Casual,,,,,,,,,,,,
83,Rokin,Cafe de Paris,,,The Tara Irish Pub,,,Quite a large Irish pub but it feels homey and cosy The crowd is fairly mixed with expats tourists and the occasional local student Two pool tables are available Bar food is served but its rather expensive and portions are small,52.370349,,X X   yes 2234 limited 983 no 881,,,no,,Café de Paris,,1012KL,Rokin 8589,,,,,,,,,4.893094,,SuTh 11000100 FSa 11000300,,,,httpwwwthetaracom,,,,,drink,31 20 4212654,restaurant,,,,,,,,,,Beer,Irish,Casual,,,,,,,,,,,,
41,Spuistraat,,,,Bitterzoet,,,This placed used to be alternative but changed ownership and is now more hip hop and RB oriented Check their agenda to see what theyre doing,52.37739,,X X   X yes 2234 limited 983 no 881,,,yes,,Days Foodbar,,1012TS,Spuistraat 2,,,,,,,,,4.89414,,,,,,httpwwwbitterzoetcom,,,,,drink,,restaurant,,,httpdaysfoodbareu,,,,,,,,Hip hop,Chic,,,,,,,,,,,,
133,Warmoesstraat,,,,Winston Kingdom,,,Music venue and nightclub in the red light district,52.37387,,X X,,,,,De Bakkerswinkel,,1012JB,Warmoesstraat 131,,,,,,,,,4.89611,,,,,,httpwwwwinstonnl,,,,,drink,,cafe,,,,,,,,,,Beer,Nightclub,Casual,,,,,,,,,,,,
27,Oudebrugsteeg,,,,420 Cafe,,,Known for their low prices,52.37593,,X X X,,,,,420 Cafe,,,Oudebrugsteeg 27,,,,,,cannabis,,,4.89592,,,,,,httpwww420cafecom,,,,,drink,31 20 6234848,cafe,,,,,,,,,,Soft drinks,Discount,Casual,,,,,,,,,,,,
1214,Jonge Roelensteeg,,,,Abraxas,,,,52.37211,,X X X X,,,,,Abraxas,,1012PL,Jonge Roelensteeg 1214,,,,,,cannabis,,,4.89122,,10000100 daily,,,,httpwwwabraxastv,,,,MoSu 08000100,drink,31 20 6255763,,,,httpswwwabraxastv,,,,,,,Wine,Classical,Familyfriendly,,,,,,,,,,,,
71,Sint Antoniesbreestraat,,,,Bluebird,,,One of the best selections of pot in Amsterdam,52.36994,,X yes 19 no 3 removed 1 X  wlan 431 yes 64 no 20 X  X no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1 yes 368 no 41 only 25 X yes 2234 limited 983 no 881,,,limited,,Bluebird Coffeeshop,,1011HB,Sint Antoniesbreestraat 71,,,yes,coffeeshop,,,,,4.90085,,09300100 daily,,,,httpwwwcoffeeshopbluebirdnl,wlan,,separated,MoSu 09300100,drink,31 20 6225232,cafe,,,httpwwwcoffeeshopbluebirdnl,,,,,,,beer,None,Casual,,,,,,,,,,,,
17A,Handboogstraat,,,,De Dampkring,,,Bought out Pink Floyd and renovated it The shop was featured in a scene in Oceans Twelve Very decent hashish Rifman products rather high prices Has won the Cannabis Cup numerous times,52.36796,,X  X X X    X yes 2234 limited 983 no 881,,,limited,,Cannibale Royale Handboogstraat,,1012XM,Handboogstraat 29,,,,,,,,,4.89034,,10000100 daily,,,,,,,,SuTh 18000100 FrSa 18000200,drink,31202337160,restaurant,,Price NA,httpswwwcannibaleroyalenl,,,,,,,Cannabis,Rock,Chic,Im sorry I need to know the price in order to categorize the place Let me know the price of the drink please,,,,,,,,,,,
16,Oudebrugsteeg,,,,The Grasshopper,,,On the edge of the Red Light District has an upperfloor bar,52.37546,,X X  X,,,,,The Grasshopper,,1012JP,Nieuwezijds Voorburgwal 59,,,,,,,,,4.89747,,SuTh 08000100 F Sa 07000100,,,,httpgrasshoppernl,,,,,drink,31 20 626 1259,restaurant,,,httpswwwthegrasshoppernl,,,,,,,cocktail,Jazz,Chic,,,,,,,,,,,,
191,Oudezijds Voorburgwal,,,,Green House,,,Usually pretty crowded but when warm or if you can get a seat definitely one of the nice coffeeshops near the Red Light District Also has a bar next door,52.37146,,wlan 431 yes 64 no 20 X X X no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1 yes 368 no 41 only 25 X yes 2234 limited 983 no 881,,,limited,,Green House,,1012EW,Oudezijds Voorburgwal 191,,,yes,,,cannabis,,,4.89574,,09000100 daily,,,,httpgreenhousetm,wlan,,no,MoSu 09000100,drink,31 20 6271739,,,,httpswwwgreenhouseorg,,,,,,,Coffee,Jazz,Casual,,,,,,,,,,,,
54,Warmoesstraat,,,,Hill Street Blues,,,Lively atmosphere but buy cannabis elsewhere,52.37536,,X X,,,,,Elements of Nature,,1012JG,Warmoesstraat 52a,,,,,,smartshop,,,4.89812,,09000100 daily,,,,httpwwwhillstreetbluesnl,,,,,drink,,,,,,,,,,,,beer,Reggae,Casual,,,,,,,,,,,,
89,Nieuwezijds Voorburgwal,,,,Homegrown Fantasy,,,,52.37497,,X X,,,,,Big Shots,,1012RE,Nieuwezijds Voorburgwal 87a,,,,,,,,,4.89222,,MTh 12002300 FSu 12002400,,,,httpwwwhomegrownfantasycom,,,,,drink,31 20 6275683,bar,,,,,,,,,,Tea,Pop,Casual,,,,,,,,,,,,
9,Rosmarijnsteeg,,,,Kadinsky,,,It looks completely different from before and now has three floors with a slick minimalist designA great place to smoke your goods and actually serves a good cup of coffee too,52.37031,,X X   yes 2234 limited 983 no 881,,,no,,Kadinsky Coffeeshop,,1012RP,Rosmarijnsteeg 9,,,,,,,,,4.88945,,10000100 daily,,,,,,,,,drink,31 20 6247023,cafe,,,,,,,,,,Coffee,None,Chic,,,,,,,,,,,,
92,Nieuwezijds Voorburgwal,,,,Bobs Youth Hostel,,,,52.37574,,X  X yes 2234 limited 983 no 881,,,no,,Bobs Youth Hostel,,1012SG,Nieuwezijds Voorburgwal 92,,,,,,,,,4.89248,,,,,,httpwwwbobsyouthhostelnl,,,,,sleep,31 20 6230063,hostel,,€70 dorm €22 per person,httpswwwbobsyouthhostelnl,,,,,,,,,,,,,,,,,,,,,
220,Oudezijds Voorburgwal,,,,Bulldog,,,Friendly hostel in the heart of the Red Light District A coffeeshop is conveniently located on the ground floor this is also where you get your breakfast,52.372547,,X   X yes 2234 limited 983 no 881,,,yes,,The Bulldog,,1012GJ,Oudezijds Voorburgwal 220,,,,,,,,,4.896184,no,,,,,httpwwwbulldognl,,,,,sleep,31 20 6203822,hostel,,Breakfast sheets shower and a locker starting at €22,httphotelthebulldogcom,,,,,"Possible facilities
 Number of beds
 TV
 View",Hostel,,,,Cheap,No,,,,No view mentioned,No,,,,,
,,,,,De Oranje Tulp,,,,52.37608,,X X,,,,,Allstars,,,Damrak 32,,,,,,,,,4.89658,,,,,,httpwwworanjetulpnl,,,,,sleep,31 20 4281618,restaurant,,€50,,,,,,,,,,,,,,,,,,,,,,
111H,Warmoesstraat,,,,Durty Nellys Inn,,,Dorms are clean and the beds comfortable The Irish pub downstairs gives discounts to people staying in the hostel €35 for a pint of Amstel €6 for a burger and chips Breakfast 09001100 No common area apart from the bar itself,52.37417,,X yes 101 no 52 No 1 12001630 1 17002300 1 MoSu 16452200 FrSa 0000020016452400 1 16002000Tu off 1 SuTh 12002230 FrSa 12002330 1 MoSa 17302100 1 TuSu 17002100 1 X   X,,,,,Anna,,1012JA,Warmoesstraat 117,,,,,,,,,4.89667,,,,,,httpwwwdurtynellysnl,,,,,sleep,31 20 6380125,restaurant,,dorm €17 per person,httpwwwrestaurantannanl,,,,Clean,"Number of beds Dorms
 Complimentary breakfast
 Irish pub downstairs with discounts for guests
 No common area apart from the bar",Hostel,,,,Cheap,,,,,,No,,,,,
100,Nieuwendijk,,,,Flying Pig Downtown,,,The Downtown branch as opposed to the Uptown in Zuid has more of a party vibe Both hostels are known for their laidback atmosphere bars and indoor smoking areas Free extras check out the facility page on their website,52.37669,,X wlan 431 yes 64 no 20 X    X,,,,,The Flying Pig Downtown,,1012MR,Nieuwendijk 100,,,,,,,,,4.89632,,,,,,httpwwwflyingpignl,yes,,,,sleep,31 20 420 6822,hostel,,€70 dorm €14 per person,httpswwwflyingpignl,,,,,"Bars
 Indoor smoking areas
 Laidback atmosphere
 Free extras",Hostel,,,,Cheap,,,,,,,,,,,
7,Beursstraat,,,,Hotel Beursstraat,,,Simple and clean hotel mostly visited by young people who are looking for an inexpensive accommodation,52.37506,,X X     X,,,,,Hotel Ben,,1012JT,Beursstraat 9,,,,,,,,,4.8971,,,,,,httpwwwhotelbeursstraatnl,,,,,sleep,31 20 330 1401,hotel,,,httpshotelbennl,,,,Clean,"Simple and clean rooms
 Possibly shared bath
 Suitable for young people
 Inexpensive accommodation",Hostel,,,,,,,,,,No,No,,,,
83,Singel,,,,Hotel Brian,,,Very basic hotel but breakfast and internet included,52.37638,,X    X,,,,,Hotel The Craftsmen,,1012VE,Singel 69,,,,,,,,,4.89182,,,,,,httpwwwhotelbriancom,,,,,sleep,31 20 6244661,hotel,,,httpshotelthecraftsmencom,,,,,"Private bath
 Breakfast included
 Internet included",Hotel,,,,,,,,,,,,,,,
142,Nieuwezijds Voorburgwal,,,,Hotel Tamara,,,Cheap hotel in a great location with basic clean rooms,52.37486,,X  X  X,,,,,Ben G,,1012SH,Nieuwezijds Voorburgwal 144,,,,,,sports,,,4.89141,,,,,,,,,,,sleep,31 20 421 2858,,,€49 dorm €23 per person,httpswwwbengnl,,,,Clean,"Private bath
 Air conditioning
 Clean rooms
 Great location",Hotel,,,,Cheap,,,,,,No,,,,,
,,,,,Intersail Hostel Christina,,,A floating hostel Small cabins bedlength is 190 m but great staff and a nice spacious sun deck Breakfast sheets towels are included in the price Shared shower and toilet Four person cabins are better to be used for only three adults Dont take too much luggage in these cabins,52.373169,,X yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1 wlan 431 yes 64 no 20  X      X      X yes 2234 limited 983 no 881,,,,,,,,Stijger 2 Oosterdok,,,,,,,,,4.909985,,,,,,httpwwwintersailnl2009drijvendhotelEngphp,,,,,sleep,31 6 54785934,,,4 bed private from €2250€2750 per bed per night 2 and 3 bed private from €25€30 per bed per night,,,,,,"Private bath
 Number beds 1
 Size Small
 Shared shower and toilet
 Breakfast included
 Sheets and towels included
 Air conditioning implied by dont take too much luggage in these cabins
 Balcony implied by nice spacious sun deck",Hostel,,,,Cheap,No,,No,,,No,,4,,,
21,Barndesteeg,,,,Shelter City Christian Hostel,,,An alcohol and drugfree Christian youth hostel right at the Red Light District Singlesex dormitories including breakfast bed linen,52.37235,,X   X,,,,,Shelter City Hostel,,1012BV,Barndesteeg 21,,,,,,,,,4.89902,,,,,,httpwwwshelternl,,,,,sleep,31 20 6244717,hostel,,dorm €1719 per person,httpswwwshelterhostelamsterdamcom,,,,Cleanliness,"Singlesex dormitories
 Breakfast included
 Bed linen provided",Hostel,,,,Cheap,,,No,No,,No,,,,,
129,Warmoesstraat,,,,St Christophers,,,Part hostel part hotel Each room is designed by local Dutch artists,52.37396,,X   X yes 2234 limited 983 no 881,,,yes,1400,St Christopher’s at The Winston,,1012JA,Warmoesstraat 129,1100,,,,,,,,4.89637,,,,,,httpwwwstchristopherscoukamsterdamhostels,,,,,sleep,31 20 6231380,hostel,,€4463,httpswwwstchristopherscoukamsterdamwinstonhostel,,,,,"Private bath
 Air conditioning
 TV
 View",Hostel,,,,Cheap,,,,No,,,,,,,
97,Kloveniersburgwal,,,,Stayokay Stadsdoelen,,,Stayokay operates a network of 27 hostels in the Netherlands and is the Dutch affiliate of Hostelling International A little smaller than Stayokay Vondelpark this location does not take groups Free WiFi and pay internet terminals Free security lockers are provided in the hallways outside the dorms,52.36902,,X      X yes 2234 limited 983 no 881,,,yes,0730 rooms available at 1400,Stayokay Amsterdam Stadsdoelen,,1011KB,Kloveniersburgwal 97,1030,,,,,,,,4.89732,,,,,,httpwwwstayokaycomstadsdoelen,,,,,sleep,31 20 624 6832,hostel,,dorms €17 private rooms €40,httpswwwstayokaycomenhostelamsterdamstadsdoelen,,,,,"Free WiFi
 Pay internet terminals
 Free security lockers outside the dorms",Hostel,,,,Cheap,No,No,,,,,,,,,
23,Beursstraat,,,,Travel Hotel Amsterdam,,,The hotel is a comfortable 2 star hotel situated only a 5 minute walk from Amsterdam’s Central Station,52.374845,,X    X,,,,1400,Travel Hotel Amsterdam,,1012JV,Beurstraat 23,1100,,,,,,,,4.896689,,,,,,httpwwwtravelhotelamsterdamcom,,NH,,,sleep,31 20 626 65 32,hotel,,,httpwwwtravelhotelamsterdamcom,,,,,"Location near Amsterdams Central Station
 Not specified room facilities",Hotel,,,,,,,,No,,,,,,,
87,Warmoesstraat,,,,White Tulip Hostel,,,Mostly dorms but there are also a few private rooms available Really a basic crashpad but quiet and relaxed due to their No large groups policy,52.37468,,X X     X,,,,,The White Tulip Hostel,,1012HZ,Warmoesstraat 87,,,,,,,,,4.89735,,,,,,httpwwwwittetulpnl,,,,SuTh 09000100 FrSa 09000300,sleep,31 20 625 5974,hostel,,dorm €20 per person,httpswwwwittetulpnl,,,,,"Private rooms
 Quiet atmosphere
 No large groups policy",Hostel,,,,Cheap,No,,,No,,No,,,,,
14,Warmoesstraat,,,,Hostel Meeting Point,,,Laid back hostel Has his own pretty cheap hotel bar smoking room weed allowed insideguests of the hostel can use free internet computers Only dorms,52.37611,,X     X,,,,,Hostel Meeting Point,,1012JD,Warmoestraat 14,,,,,,,,,4.89911,,,,,,httpwwwhostelmeetingpointnl,,,,,sleep,31 20 627 7499,hostel,,1422€,httpswwwhostelmeetingpointnl,,,,Cleanliness,"Possible room facilities based on the description
 Dormitory style rooms
 Free internet access
 Hotel bar
 Smoking room
 Shared bathrooms

Note The description does not specifically mention a certain number of beds so it is assumed that the rooms contain multiple beds since the hostel only offers dormitorystyle accommodation",Hostel,,,,,No,,,No,No view mentioned,,,,,,
,,,,,CityCenter Bed and Breakfast,,,,52.37653,,X X,,,,1400,Formosa Argentina,,,Sint Jacobsstraat 21,1000,,,,,,,,4.89469,,,,,,httpwwwcitycenteramsterdamcom,,,,,sleep,31 6 45160078,restaurant,,€115,,,,,,,,,,,,,,,,,,,,,,
